sentence,label
It aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good o,n
Most folks with a real stake in the American sexual landscape will find it either moderately amusin,g
"If you 're not fans of the adventues of Steve and Terri , you should avoid this like the dreaded Ki",n
Personally, 
Cherish is a dud -- a romantic comedy that 's not the least bit ,r
Feels as, 
All of the filmmakers ' calculations ,c
"The movie 's gloomy atmosphere is fascinating , though , even if the movie its",e
... post-Sept,e
The exclamation point seems to be the only bit of glee you 'll find in ,t
"No matter how you slice it , Mark Wahlberg and Thandie Newton are not Hepburn and Grant , two cinematic icons w",i
Godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperatin,g
"Humorless , self-consc",i
The movie 's progression i,n
"Solondz may be convinced that he has something significant to say , but he is n't talk",i
More tiring than anything, 
"Nelson 's intentions are good , but the end result does no justice to the story itself ",.
It 's horr,i
... the efforts, 
"A good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the", 
Is n't it a bit early in his career for director Bar,r
And it 's a lousy ,o
Overly lon,g
I 'll ,g
It is n',t
I,t
Writer-director Ritchie reduces Wertmuller 's social mo,r
"About Amy 's cuteness , Amy 's career success -LRB- she 's a ",b
"Everything about Girls Ca n't Swim , even its passages of sensitive observation , feels secondhand , ",f
"Feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving question",s
"In my own very humble opinion , In Praise of Love lacks even the most frag",m
The script is too mainstream and the psychology too textbook to intrigu,e
"Muddled , simplistic and ",m
"Meandering and glacially paced , and often just plain dull ",.
"A disaster of a drama , saved only by its winged assa",i
"A road trip that will get you thinking , ` Are we there yet", 
"Director Elie Chouraqui , who co-wrote the script , catche",s
Dong ,n
"If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumo",r
An occasionally interesting but mostly repetitive look at a slice of countercultur,e
What, 
The movie is like Scorsese 's Mean Streets redone by someone who, 
This pathe,t
Neverth,e
It is n't that Steali,n
It 's just that it ,'
And I expect much more from a talent as outstanding as director ,b
Dolman confines himself to shtick and sentimentality -- the one bald and the ot,h
Is it possible for a documentary to be utterly entranced by its subject and still sho,w
It 's supposed to be a romantic com,e
"The leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one ev",e
Staggers between flaccid satire and what is supposed to b,e
Not that any of us should be complaining when a film clocks in around  mi,n
"Brainy , ar",t
Plays like the old disease-of-the-week smal,l
"Like life on the island , the movie grows boring despite the scen",e
The tr,u
displays the potential for a bet,t
So exaggerated and broad that it comes off as ,a
An a,w
The latest vapid actor 's exercise to ap,p
Snipes is both a snore an,d
Ritchie 's film ,i
Chalk it up ,a
It 's the kind, 
Rosenthal -LRB- Halloween ,i
Even Murphy 's expert comic timing and famed charisma ca n't re,s
Rodriguez ... was unable to reproduce the special spark b,e
A sleek advert for youthful anomie that never quite e,q
Some Body ,s
Th,i
"Apparently , romantic comedy with a fresh point of view just does n't figure in the present Hollywood program ",.
Depressingly thin and exhaustingly contrived ,.
Only masochistic movie,g
A movie that 's he,l
"Not bad , but not al",l
Bacon keeps things int,e
What 's next ,?
Rob Schnei,d
Davi,d
Ca n't seem to get anywhere near the st,o
"The problem , amazingly enough , is the screenplay ",.
It 's a Frankenstein-monster of a ,f
Upper West Sidey exercise in na,r
"On its icy face , the new film is a subzero version ",o
I ca n't ,s
It 's a mind,l
"After a while , the only way for a reasonably intellige",n
"We get light showers of emotion a couple of times , but then -- ",s
Summer 's far too fleeting, 
The film is grossly contradictory in conveying its social mes,s
Often linge,r
into Ho,w
Too bad Kramer coul,d
Deuces Wild is an en,c
It 's a barely tolera,b
Epps has neither the charisma nor the natur,a
It 's sweet ... but just a little bit too precious at the start and a little too familiar at, 
"A dull , dumb and d",e
An awkwardly contrived exercise ,i
Demme gets a lot of flavor and sp,i
This is a heartfelt story ... it just is n't a very involvin,g
These self-styled athletes have banged their brains into the ground so frequently a,n
The fact that the ` best part ' of the movie comes ,f
Richard Pryor mined his personal horrors and, 
The band performances featured in Drumline are red hot ... -LRB- but -RRB- from a m,e
... built on the premise that middle-class Arkansas consists of monster truck-loving good ol' boys and peroxide blond honeys whose worldl,y
A laughable --, 
The seque,l
"Like a grinning Jack O ' Lantern , its apparent glee is derived from a lobotom",y
A sentimental hybrid that could benefit from the spice of specific,i
"... familiar and predictable ,", 
Reyes ' word p,r
"Give Shapiro , Goldma",n
It 's so devoid of, 
A lit,t
One of t,h
"I believe Silberling had the best intentions here , but he just", 
plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic, 
McTiernan 's remake ,m
"High Crimes carries almost no organic intrigue as a government \/ Marine\/legal mystery , and that 's because th",e
This movie is about the worst thing Chan has don,e
The explosion essentia,l
This ludicrous film is predictabl,e
An incredibly irritating comedy about thoroughly vacuous people ..., 
The film desperately sinks further and further into comedy futil,i
"Instead of a balanced film that explains the zeitgeist that is the X Games , we get a cinematic p",o
The crassness of this reactionary thriller is matched only by the ridiculousness of its prem,i
I wish it would have just gone more over-the-top instead of trying to have it ,b
The superior plotline is n't quite enough to drag along the dead -LRB- wat,e
"The film does n't really care about the thousands of Americans who die hideously , it cares about how Ryan mee",t
"Adrift , Bentley and Hudson stare an",d
"After an hour and a half of wondering -- sometimes amusedly , sometimes impatien",t
` Linklater, 
"A woefully dull , redundant concept that bears more than a whiff of exploitation , despite Iwai 's va",u
Screenwri,t
If you really want to understand what this story is reall,y
"It 's mildly sentimental , unabashedly consumerist ... studiously inoffensive and completely disposa",b
Like i,t
"The star who helped give a spark to `` Chasing Amy '' and `` Changing Lanes '' falls flat as thinking man CIA agent Jack Ryan in this summer 's new action film , `` The Sum o",f
"A summary of the plot does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in th",e
Every conceivable mistake a director could make in filming opera has been, 
Snoots will no doubt rally, 
-LRB- The film 's -RRB- taste for `` shock humor '' will wear thin, 
Any enjoyment will be hinge from a persona,l
"If legendary shlockmeister Ed Wood had ever made a movie about a vampire , it", 
"Hardly a nuanced portrait of a young woman 's breakdown , ",t
"Interminably bleak , to say nothing of boring", 
"Things really get weird , though not particularly scary : the", 
It 's difficult to discern if this is a crazy work of dist,u
Bogs down badly a,s
T,h
The ca,m
"Oh , look at that ",c
"Wow ,", 
Demme finally succeeds in diminishing his stature from Oscar-,w
The action scenes have all the suspense of a 20-car pile,u
It al,m
"It puts Washington , as honest working man John Q. Archibald , on a pedestal , then keeps lifting the pe",d
"Ultimately , the film amounts to being lectured to by tech-geeks", 
Far more enjoyable than its prede,c
-LRB- Gayton 's script -,r
"Full Frontal , which opens today nationwide , could almost be classified as a", 
A ragbag o,f
This rough trade Punch-and-Judy act did n't play well the,n
"The three leads produce adequate performances , but what 's missing fr",o
It 's possible that something hip and transgressive was being attempted here ,t
This painfully unfunny farce traffics in t,i
"Short and sweet , but also more than anything else slight ... Tadpole pulls back from th",e
"Has its moments , but it 's pretty fa",r
What more can be expected from a college comedy that 's target audience has n't graduated fr,o
Collateral Damage offers formula payback and the Big P,a
The plan to make Enough into ` a,n
"Instead of letting the laughs come as they may , Lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an ",o
You know that t,e
Just send it to C,r
We do n't get paid enoug,h
"An even more predictable , cliche-ridden endeavor than its pred",e
The who,l
The film does n't show enough of the creative process or even of what was created for the non-fan to figure out what makes Wilco a big, 
The soupy e,n
"No , I do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action f",i
Even by the ,i
One well-timed, 
Proof of this is Ballistic : Ecks vs. ,s
"Halfway through , however , having sucked dry the undead action flick formula , Blade II mutates into a gross-out monster movie with effects t",h
"Weighted down with slow , uninvolvi",n
"We ca n't accuse Kung Pow for misfiring , since it is exactly what it wants to be : an", 
Unfortun,a
There is n't one moment in, 
` Would n't it be nice if all guys got a taste of what it 's like on the other side of the bra ?, 
The movie is essentially a series of fleeti,n
"Most of the information has already appeared in one forum or another and , no matter", 
"This movie , a certain scene in particular , brought me uncomfortably close to", 
"The secrets of time travel will have been discovered , indu",l
"Smug , artificial , ill-constructed and fatally overlong ... i",t
Chelsea Walls is a case of too many chefs fussing over ,t
Every joke is repeated at least, 
Every joke is repeated ,a
Every, 
Comes across, 
The lousy lead performances ... keep the movie from ever reaching the comic hei,g
"Its and pieces of The Hot Chick are so hilarious , and Schneider 's performance is so fine , it 's a real shame that so much of the movie -- again , as in The Animal -- is a sl",a
-LRB- Cr,e
"The movie resolutely avoids all the comic possibilities of its situation ,", 
Earnest and heartfelt but ,u
A sugar-coated Rocky whose valuable messages are forg,o
Romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong, 
They cheapen the overall e,f
Has all the complexity an,d
An acceptable way to pass a little over an hour with moviegoers, 
"-LRB- Allen 's -RRB- been making piffle for a long while , and Hollywood Ending may be his way o",f
An exercise in cynicism every bit as ugly as the shabby digital photography and mu,d
Not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation ,o
"The movie is silly beyond comprehension , and even if it were n't sill",y
Watchable up until the point where the situati,o
The scriptwriters are no less a menace to societ,y
Merchant has n't directed this movie so m,u
T,h
More a gunfest than a Rock, 
It 's a frightf,u
A muddy psychological thrille,r
It makes me say the obvious : Abandon all hope of a good movie ye w,h
I,t
A listless sci-fi comedy in which Eddie Mur,p
Little more than a super-sized infomerc,i
A generic bloodbath that often becomes laughably unbearable when it is n't merely offens,i
Juli,e
"An unholy mess , driven by the pathetic idea that if you shoot something on crummy-looking videotape , it must be labelled ` hip", 
The story 's pathetic and the gags are pu,e
"Curiously , Super ",t
So bland and utterly forgettable that it might, 
I was, 
For fr,e
I, 
It plods, 
"It 's hard to believe that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more cras",s
All too familiar ... basically the sort of cautionary tale that was old when ` Angels With Dirty Face,s
... passable enough for a shoot-out in the o.k,.
Strictly middl,e
"Although purportedly a study in modern alienation , it 's really little more than a particularly slanted ,", 
After the first  m,i
No one ,c
"A very slow , uneventful ride around ",a
"With little visible talent and no energy , Colin Hanks is in bad need of major acting lessons ",a
`` Fear,d
A Meatballs for the bare-midriff gene,r
"Well-meaning to a fault , Antwone F",i
"Seemingly disgusted with the lazy material and the finished product 's unshapely look , director Fisher Stevens inexplicably dips key moments from the film in Waking L",i
Formula  promises a new kind of high but delivers the same old ba,d
Everything ,t
"A few energetic stunt sequences briefly enliven the film , but the wheezing terrorist subplot has n't the stamina for the 100-minute running time , and the pro",t
The film was produced by Jerry Bruckheimer ,a
Disney again ransacks ,i
"Coarse , cliched and clunky , this trifling romantic comedy in which opposites at",t
"Anyone who suffers through this film deserves , at the v",e
How much you are moved by ,t
"They presume their audience wo n't sit still for a sociology lesson , however entertainingly presented ",","
Col,l
"The following things are not at all entertaining : The bad sound , the lack of climax and , worst of all , watching Seinfeld -LRB- who is also one of the film 's producers -RRB- do everything he can t",o
Attal 's hang-ups ,s
"Obvious ,", 
The most surprising thing about this film is that they are actua,l
Michele is a such a brainless flibbertigibbet that it 's hard to tak,e
"Ultimately , clarity matters , bo",t
Enigm,a
"Potty-mouthed enough for PG-13 , yet not as hilariously raunchy as South Park , this strangely schizo ca",r
"... has its moments , but ultimatel",y
"A distinctly minor effort that will be seen to better advantage on cable , especially considering its barely feature-length running time of o",n
Most of the movie is so deadly dull that watching the proverbial paint dry would be a welcom,e
"In the end , Tuck Everlasting falls victim to that everlasting conundrum experien",c
Rather less tha,n
"McKay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives", 
Plays like a series of vignettes -- clips of a film that are s,t
New Yorkers always seem to find the oddest ,p
Amid the shock and curi,o
"Yes , Spirited Away is a triumph of imagination , but it 's also a failu",r
A characterist,i
A somewhat disappointing and meander,i
"Whenever you think you 've seen the end of the movie , we cut to a new scene , which also appears to be the en",d
"But , no , we get another scene , and then ",a
You begin to long for the end credits as ,t
"An empty , ugly exercise in druggy trance-noir and trumped-up street credi",b
"The screenplay , co-written by director Imogen Kimmel , lacks the wit necessary to fully exploit the comic elements ",o
The milieu is wholly unconvincing ... and the histrionics rea,c
Unfunny comedy with a lot of static set ups ,","
"Each story is built on a potentially interesting idea , but the first two ",a
"Except for Paymer as the boss who ultimately expresses empathy for Bartleby 's pain , the performances are so stylized as to be ",d
Will no doubt delight Plympton 's le,g
The laughs are as rare as snake foo yu,n
For a film, 
lazily and glumly settles ,i
Knockaround Guys plays lik,e
But they lack the,i
"Mattei so completely loses himself to the film 's circular structure to ever offer any insightful discourse on , well , Love in the Tim",e
It briefl,y
"Holland lets things peter out midway , but it 's no",t
"For every articulate player , such as skateboarder Tony Hawk or BMX rider Mat Hoffman , are about a half doze",n
There ,'
An impenetrab,l
"It 's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy sit",u
"I liked the movie , but I know I would have liked it more if", 
I 'm left slightly di,s
Dreary tale of middl,e
"For a movie about the power of poetry and passion , there is precious li",t
-LRB- Jackson and Bledel -RRB- seem to have been picked not for their a,c
"Lillard and Cardellini earn their Scooby Snacks ,", 
"Like Schindler 's List , The ",g
"An unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the DV revolution has cheapened the artist",r
-LRB- Screenwrit,e
It 's kind of sad that so many people put so much time a,n
Friday, 
Its juxtaposition of overwrought existentialism and stomach-churning gore will have you forever on the verge of either cracking up or thr,o
A decided,l
"There are cheesy backdrops , ridiculous action sequences , and many tired jokes about men ",i
Ice Cube is n't quite out of ripe screwball ,i
"Not everything in the film works , including i",t
"The characters , cast in impossibly contrived situations , are totally ",e
"Everything else about High Crimes is , like the military system o",f
Just dreadful ,.
I do n't blame Eddie Murphy but should n't Owen Wilson know a mo,v
Sweet Ho,m
"hard as this may be to believe , Here on Earth , a surprisingly similar teen ",d
This is just lazy, 
Even kids deserve better ,.
The pretensions -- and disposable ,s
And Diesel is n't t,h
Bravo reveals the true intent of her film by carefully, 
... a preachy parable stylized w,i
Frank Capra pl,a
"But the  film does n't really believe in it , and breaks the mood with absurdly inappropriate ` come",d
How about starting with a more original story instead of just slapping extreme humor and g,r
The problem is that for, 
"Handled correctly , Wilde ",'
"Here , alas , it collapses like an overcooked souffl",é
"`` Sorority Boys '' was funnier , and that ",m
"A bizarre piece of work , with premise and d",i
"Paul Bettany is good at being the ultra-violent gangster wannabe , bu",t
It 's a gag that 's worn a bit thin over t,h
An uplifting drama ... What Antwone Fisher is n',t
"Often likable , but just as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling ",w
Certain to be di,s
"Elaborate special effects take centre screen , so that t",h
"Showtime is n't particularly assaultive , bu",t
All the characters are c,l
This Tuxedo ... should have be,e
I have no problem with `` difficult '' movie,s
"But first , you have to give the audience a reason to want to put for that ef",f
"Been there , done that ... a thousand times already ,", 
What 's most offensive is n't the waste of a good ca,s
Sunk by way too much indulge,n
Fans of Plympto,n
Barrels along at the start before becoming mired in senti,m
"None of this sounds promising and , indeed , the first half of Sorority Boys is as appalling as any ` comedy ",'
The kind of movie that leaves vagu,e
` Punch-Drunk Love is, 
At once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to divers,i
T,h
"While the production details are lavish , film has li",t
A crass and insulting homage to great films like Some Like It Hot and the John Wayne classics, 
What 's the most positive thing that can ,b
"Well , it 's not as pathetic as ",t
"With all the sympathy , empathy and pity fogging up the", 
The prob,l
What ` Blade Runner ' would 've looked, 
"Has all the values of a straight-to-video movie , but because it has a bigger-name cas",t
"With its lackadaisical plotting and mindless action , All About the Benjamins evokes the bottom tier of blaxploitation flicks from the ",1
"It never quite makes it to the boiling point , but manages to sustain a good simmer for mos",t
Loud ,","
"Mandel Holland 's direction is uninspired , and his script",i
You 'll fin,d
A yawn-provoking, 
"Did no one on the set have a sense of humor , or did they not have the nerve ",t
Seriously ,","
A,s
"Like its parade of predecessors , this Halloween is a ",g
"It ca n't escape its past , and it ",d
`` ,a
"Problem is , we have no idea what ",i
"A live-action cartoon , a fast-moving and cheer",f
A loquacious and dreary p,i
"What the audience feels is exhaustion , from watching a movie that", 
"director Hoffman , hi",s
Dodg,y
Met,i
Time of Favor c,o
I 'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control project,i
While Serving Sara does have a long, 
"I 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the", 
The on,l
"Whatever about warning kids about the dangers of ouija boards , someone should dispense ",t
"As with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not mu",c
The Irwins ' scenes are fascinating ; the movie as a ,w
If routine action and jokes like this are ,y
This is on,e
A man leaving the screening ,s
He ,m
"But Windtalkers does n't beat that one , ei",t
May puzzle his most arde,n
Starts, 
"We never feel anything for these characters , and as a result the film is bas",i
Those unfamiliar with Mormon traditions may find The Singles Ward occasionally bewi,l
"Ritchie may not have a novel thought in his head , but he knows how to pose Ma",d
"The story , touching though it is , does not quite have enough emotional resonance or variety of incident to sustain a feature , and even at  min",u
"Feels like the work of an artist who is simply tired -- of fighting the same fights , of putt",i
While you have to admit it 's semi-a,m
The whole mess boils down to a transparently hypocritical work that feels as though it 's trying to set the women, 
... the cast portrays their cartoon counterparts ,w
More of the same old garbage Hollywood has been trying to pass off as acceptable teen enter,t
TV skit-com material fervently de,p
"-LRB- Johnnie To and Wai Ka Fai are -RRB- sure to find an enthusiastic audience among American action-adventure buffs , but ",t
If, 
It 's, 
Any attempts at nuan,c
"Its audacious ambitions sabotaged by pomposity , Steven Soderbergh 's space opera emerges as a numbingl",y
"Despite some strong performances , never rises ",a
"This is a picture that Maik , t",h
"Feels slight , as i",f
"Unspeakable , of course , barely begins to describe the plot a",n
Vulgar is too optimistic a titl,e
"The actors pull out all the stops in nearly every scene , but to dimini",s
The characters n,e
"If The Last Man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand ",s
Welles groupie,\
Makes the same mistake as, 
"Even as I valiantly struggled to remain interested , or at least conscious , I could feel my eyelids ... getting ... ver",y
A bad movie that happe,n
Bo,a
Screenwriter Dan S,c
"Oversexed , at times overwrought comedy\/dra",m
That such a horrib,l
It all starts to smack of a Hallmark H,a
R,a
"If you saw Benigni 's Pinocchio at a public park , y",o
"The animation is competent , and some of the gags are quite funny , but Jonah ... never shakes the op",p
The pace of the film i,s
"Mr. Wollter and Ms. Seldhal give strong and convincing performances , but neither reaches into the deepest recesses of the ch",a
Shafer 's feature doe,s
In his role of observer of the sc,e
-LRB- T -RRB- he ideas of Revolution #  a,r
The film did n't convince, 
What happens when something goes bump in the night an,d
Despite some comic sp,a
"Director George Hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten ",h
Shows moments of promise bu,t
Even accept,i
Some Body is a ,s
All the small moments and flashbacks do n't add up to much more than trite observations on the ,h
-LRB- A -RRB- st,a
"One thing 's for sure -- if George Romero had directed this movie , it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must sh",o
For dance completists o,n
"Spreads itself too thin , leaving these actors , as well as the members of the commune , sh",o
"It would n't matter so much that this arrogant Richard Pryor wannabe 's routine is offensive , pueril",e
The locale ... remains far more inte,r
"Yo , ",i
I liked the original short s,t
"This little film is so slovenly done , so primitive in technique , that it ca n't really be cal",l
Makes  minutes feel like three hours ,.
"Hawke 's film , a boring , pretentious waste of nearly two hours , does n't tell you anything except that the Chelsea Hotel today is populated by whiny , pathe",t
Aspires to the cracked lunacy of The Adventures ,o
Real-life strongman Ahola lacks the charisma and ability to carry the film on his admittedly broad should,e
The ,t
Low com,e
"Appropriately cynical social commentary aside , #  never q",u
It 's crap, 
One of the most depressing movie-going experie,n
This is the kind of movie where the big scene is a m,a
Let 's face it -- there are n't many reasons anyone would want to see Cross,r
"A loud , brash and mainly unfunny high school co",m
"An exceptionally dreary and overwrought bit of work , every bit as im",p
Th,e
The movie 's vision of a white American zealously spreading a Puritanical brand of Christianity to South Seas islanders is one only a true belie,v
Maid in Manhattan proves that it 's easier to change the sheets t,h
A fairly h,a
I ca n't remember the last time I saw a movi,e
... the whole thing succeeded only in m,a
"Like most of Jaglom 's films , some of it is honestly affecting , but more ",o
"One long , numbing action sequence made up mostly of rou",t
"Forgettable , if go",o
The film 's mo,s
It did n't g,o
... about as exciting to watch as two last-place baske,t
The Chateau ... is less ,c
"Cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and it",s
It 's not too fast and not to,o
It 's not too racy and it 's not too offensive, 
It 's not ,t
The gre,a
About as original as a gangst,e
An empty shell of an epic rather than the real deal, 
"We could have expected a little more human being , and a li",t
"Instead of using George and Lucy 's most obvious differences to ignite sparks , Lawrence desperately looks elsewhe",r
Whether Quitting will prove absorbing to American audiences is, 
Becomes a b,i
Family togetherness takes a back s,e
Grant i,s
"Like a fish that 's lived too long , Austin Powers in Goldmember has some unnecessary parts and is kinda wrong in ",p
Two tedious, 
Shyamal,a
The entire movi,e
I 'm sorry to say that this sho,u
The story of Trouble Every Day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film ,","
A Movie to F,o
"For all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarte",r
Enough is not ,a
The perfo,r
I,t
The film never finds its tone, 
The idea is more interesting t,h
"Van Wilder has a built-in audience , but only among those who are drying out from spring break and are still unconcerned ab",o
It 's ha,r
Do we really need another film that praises femal,e
The major problem with Windtalkers is that the bulk of the movie centers o,n
Tennessee Williams by way of Oprah 's Bo,o
So verbally flatfooted and so emotionally predictable or bland that it plays like, 
The entire ,p
Sta,l
Thi,s
Watching junk like this induces a kind of abstra,c
The script feels as if it started to explore the obvious voyeuristic pot,e
Starts off witty and sop,h
Some Like It Hot on the Hardwood proves once again that ,a
"Unfortunately , contrived plotting , stereo",t
Witless and utterly pointle,s
When ` scienc,e
Show me the mugging, 
Represents something very close to t,h
Visually sumptuous but intellectually stultifyin,g
A,s
A guilty pleasure at, 
A sleep-inducing thriller, 
With ,a
It 's just rather le,a
Lacks the visual flair and bouncing b,r
Statham employs an accent that I think is su,p
"Instead of trying to bust some blondes , -LRB- Diggs -RRB- should be probing why a guy with his talent ended up in a movie", 
Initial strangeness ,i
De Ayala is required to supp,l
Di,s
There 's surely something wrong with a comedy where the only be,l
When one hears Harry Shearer is going to, 
The lea,d
"-LRB- Toback 's -RRB- fondness for fancy split-screen , stuttering editing and pompous references", 
Adam Sandler 's  Crazy Nights is  wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movi,e
essentially ``, 
... this stor,y
Even a hardened voyeur would require ,t
The film 's hero is a bore and his innocence soon becomes a questionable kind of inex,c
A singularly off-putting romantic, 
This is an exercise not in ,b
I,t
I ,c
"In the spirit of the season , I assign one bright shining star to Roberto Benigni 's Pinocchio -- but I guarantee that no wise men will be ",f
Check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going o,n
The movie does has some entertainment value - how much depends on how well you like Chris R,o
A movie that seems motivated more by a desire to match mortarboards with Dead Poets Society and Good Will Hunting than by its own st,o
A culture clash co,m
The logic of it al,l
"As self-aware movies go , Who is C",l
"is clever enough , though thin writing proves", 
"Starts out strongly before quickly losing its focus , point and purpose in a mess of mix",e
"... a fascinating curiosity piece -- fascinating , t",h
After that it ,b
Director Jay Rus,s
"There are many things that solid acting can do for a movie , but", 
"Its screenplay serves as auto-critique , and ",i
"At times , it a",c
"Nemesis suffers from a paunchy midsection , several", 
The jokes are telegraphed ,s
-L,r
The movie is the equivalent of French hip-ho,p
"A beyond-lame satire , Teddy Bears ' Pic",n
I 've never seen -LRB- a remake -RRB- do anythin,g
Hollywood 's answer to an, 
And people make fun o,f
Such a wildly uneven hit-and-mis,s
"A weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern L.A. 's show-biz and media subcultu",r
But it does n't leave you with much, 
I 'm convinced I coul,d
Like Mike is a slight and uninventive movie : L,i
There is nothing funny in this every-joke-has - bee,n
Always destined to be measured against Anthony Asqui,t
This i,s
There 's some outrageously creative action in The Transporter ... -LRB- b -RRB- ut by the time Frank ,p
One of those based-on-truth st,o
"From its nauseating spinning credits sequence to a very talented but underutilized supporting cast , Bartleby squanders as much as it", 
"Yet another genre exercise , Gangster No.", 
Despite the holes in the story and the somewhat predictable plot, 
"There 's an admirable rigor to Jimmy 's relentless anger , and to the script 's r",e
"Once again , the intelligence of gay audiences has been grossly u",n
"A lightweight , uneven action comedy that freel",y
Such a, 
-LRB- Alle,n
"This overlong infomercial , due out on video before month 's end , i",s
"An ambitious , guilt-suffused m",e
Rarely has sex on screen been so aggress,i
"A dull , inconsistent , dishonest fema",l
So much about the fi,l
A disappointment for a movie that should have been the ul,t
Does little to elaborate the conceit of setting th,i
This Sade is, 
"He 's just a sad aristocrat in tattered finery , and the film seems as deflated", 
The film 's needlessly opaque intro takes its doe-eyed Crudup out of pre-9 \/  New York and onto a cross-co,u
It 's ,a
"In a strange way , Egoy",a
He, 
"The film has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted a",n
The last three narciss,i
"A clash between the artificial structure of the story and the more contemporary , na",t
"The movie 's messages are quite admirable , but the story is just too cl",i
"What we have here is n't a disaster , exactly , but a very handsomely p",r
The script was reported,l
"A shoddy male hip hop fantasy filled with guns , expensive cars , lots of naked women and Rocawear clothi",n
"To the filmmakers , Ivan ",i
"This is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvag",e
It ,'
"Scotland , PA is entirely too straight-faced to transcend its clever con",c
A movie that the less charitable might describe as ,a
"Not only does LeBlanc make one spectacularly ugly-looking broad , but he appears miserable throughout as he swaggers through his scenes", 
"There 's little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a so",u
It 's deep-sixed by a compulsion to ,c
The fil,m
"Sorority Boys , which is as bad at it is cru",e
Here the love scenes all end in s,o
"Maybe there 's a metaphor here , but figuring it out would", 
This is the first film I 've ever seen that had no obvious directing involv,e
Fans of so-bad-they 're - good cinema ma,y
Weiss and ,s
"Sheridan is painfully bad , a fourth-rate J",i
"Presents nothing special and , until the final act , ",n
The, 
Was that movie nothing more than a tepid exercise in, 
It goes on for too long and bogs down in a surfeit of characters and u,n
It 's absolutely amazing how first-time director Kevin Donovan managed to find something new to add to the ,c
M,a
You ... get a sense of good intentions derailed by a failure to seek and s,t
` In this poor remake of such a well lov,e
It 's the, 
"The film 's final hour , where nearly all the previo",u
The movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commi,s
"I found it slow , predictable a",n
Director Yu seems far more interested in gross-out humor than in showi,n
Viewers will need all the luck they can muster j,u
A pint-sized ` Goodfellas ' designed to appeal to the young,e
Get out yo,u
While the mate,r
It 's definitely not made for kids or their pare,n
"Sheridan seems terrified of the book 's irreverent energy , and scotches most of its élan , humor", 
More busy than exciti,n
There are more shots of children smi,l
It 's makes ,a
It 's as if Solondz had two ideas for two ,m
The fourth in a series that I 'll, 
-- was a ,f
"It 's a long way from Orwell 's dark , intelligent warning cr",y
"Its premise is smart , but the execution is ",p
The holiday message of th,e
m,o
If you ,s
-LRB- T -RRB- he scrip,t
"If this is cinema , I pledge allegiance to Cagney a",n
Enigma looks g,r
Yet why it fails is a ridd,l
Most of the ch,a
Starts promisingly but disintegrates into a drear,y
While there 's likely very li,t
It ,'
Most of the film feels conceived and sho,t
"Perry 's good and his is an interesting character , but `` Serving Sara '' has n't much more to serve th",a
Nor is it a romantic ,c
Culkin turns his char,a
Memorable for a peculia,r
It 's a documentary that says that the alt,e
"In the not-too-distant future , movies like Ghost Ship will be used as anal",g
Righ,t
