sentence,label
"Why, then, are some able to stay thin in such an environment? The answer is ",c
Old college try from Moreland Earthwind Morelan,d
He was a starting cornerback for the Georgia Southern squad that entered the  Division -AA national ch,a
"Charles Arthur On Technology Once upon a time there was a boy called Bill, and he had a vision of what a computer-operating system should be able to do: find a file that had a",n
Possible countermeasur,e
MW) -,-
All hail the invincibl,e
Arsenal #;s players huddle up after equalling Nottingham Forest #;s -game re,c
"Fannie, Freddie Loan Cap to Rise in   WASHINGTON (Reuters) - ",f
Bush Spending Spree Continu,e
Nokia turns up the heat on battery forgers Nokia today unveiled its latest initiative in the bat,t
To help customers identify original batteries from rip-of,f
Report: Apple G chips scarce Firm may be facing greater difficulties than previously tho,u
Lefty done for season with torn left flexor tendon PHILADELPHIA -- Andy Pettitte #;s frustrating season officially came to an end Wednesday when the Houston Astros announced that the le,f
"Frances a Fast-Growing Hurricane, Far Out at Sea  MIAMI (Reute",r
Disney backs Sonys Blu-ray DVD format The battle to set the standard for next-generation digital recording media took another twist on Thursday wi,t
Owner #;s remark,s
Demand for Big-Ticket, 
Samsung unveil,s
Microsoft snubbed on Sender ID SOFTWA,r
P-to-P partner charges RIAA with patent infringement The litigious Recording Industry Asso,c
Mexican Rebels Withdraw From Reserve (AP) AP - ,l
Dollar Inches Low,e
Data  TOKYO (Reuters) - The dollar edged lower on Tuesday as  trade,r
Japanese Lunar Probe Facing Delays (AP) AP - ,a
"Air, Ground Forces Pound Iraqi Militia Posts  NAJAF, Ir",a
MR FIXIT: GO FOR LOW SCORE BORE but surely that t,e
After dismal displays against Slovenia and Norway at Hamp,d
Ginobili gives Argentina big lift at the buz,z
"John Kerry Explains War Funding Vote (AP) AP - On the eve of a foreign policy debate with President Bush, Democratic presidential candidate John Kerry said in an interview that his explanation of why he voted in f",a
Cardinals Move Closer to Division Title (AP) AP - Jim Edmonds' sacrifice fly snapped an eighth-inning tie and Matt Morris bounced back from o,n
Louis Cardinals one step closer to the NL Central championship with a - victory over the Houston Astros on Wednes,d
Paralympic team ,g
She'll be in Athens working as a massage therapi,s
"Uruguay bans sales of medicine containing rofecoxib The Uruguayan government has decided to ban the sales of medicine containing rofecoxib, which is used against ",a
"Hensby, Appleby close Aussies M",a
Photo: XM's portable satellite radio XM Satellite Radi,o
"Nunez officially joins Liverpool Liverpool, England (Sports Network) - Antonio Nunez arrived at Liverpool Tuesday as part of the deal that sent Mi",c
"Two Arrested in Death of US Journalist Two Chechen men suspected of taking part in the murder of American journalist Paul Klebnikov have been arrested, police said Tuesday, and one commentator cited his interviews w",i
Senate Talks Fail on File-Sharing Software (AP) AP - Entertainment groups and consumer organizations were unable Thursday to reach a compromise over a Senate proposal aimed at manufacturers of file-shari,n
"Nokia phone adopts handwriting recognition The  model features a touch screen, pen input, a digital camera, an Internet browser, a radio, video playback and streaming and recording capab",i
SEI Investments beats Q target by  cents per share NEW, 
MW) -- SEI ,i
Ballmer bullish on fu,t
CEO Steve B,a
"UPDATE -Bayer and Schering-Plough form drugs alliance Bayer AG forged an alliance for its struggling pharmaceuticals business with US drugmaker Schering-Plough on Monday, cutting costs and marking another step in the German com",p
"Twelve dead, including nine British tourists, in Jordan bus accident (AFP) AFP - Twelve people,", 
"European Shares Dip on Wall Street Loss (Reuters) Reuters - European shares eased at the outset on\Thursday, tracking losses on Wall Street amid renewed worries\about the impact ",o
The District #;s Pla,y
"In early , Topps ran off ",b
Amazon seeks share of searches Onlin,e
Three beheaded bodies discovered on a road north of Baghdad Three beheaded bodies were found Wednesday on a ,r
"There were no documents on the bodies discovered on the road near Dijiel, about  miles north of Ba",g
Oil  amp; Natur,a
"Bush Accuses Kerry of Scare Tactics ABOARD AIR FORCE ONE - President Bush accused John Kerry on Monday of employing ""shamele",s
"In an interview with The Associated Press,", 
Pollsters refuse to write off Australian PM despite lag in polls SYDNEY : Opinion polls give Australia #;s opposition Labor Party a big lead over Prime Minister John Howard #;s conservative government as campaigning begins ,f
Phillies win again despite Michaels #; homer gaffe The Philadelphia Phillies are clinging to their slim playoff hopes even if they #,;
Center fielder Jason Michaels accidentally knocked Char,l
"Seattle RB Is Day to Day With Bone Bruise (AP) AP - Seattle Seahawks running back Shaun Alexander has a bone bruise on his right knee, but could play in t",h
Ulmer wins g,o
China raises interest rates for first time in ,n
"The Sims Go to College November ,  - It was, of course, inevitable: given the success (both in excellence of d",e
Sanofi Says Diet Drug Works  NE,w
Camera Phone Used To Catch A Thief Nashville police were able to catch a robber within minute,s
Sensei's World (For,b
The three-year-old school has so far put about  #; mi,l
"As of this fall, only  students will meander amo",n
"Tokyo Stocks Open Higher, Exporters Gain Japan #;s Nikkei share average opene",d
Spitzer Strikes Again Eliot Sp,i
The message suggested that the New York attorney general p,o
World Bank predicts growth for countries The ,w
"Vodafone unveils advanced service LONDON Vodafone, the world #;s biggest mobile phone operator, introduced long-delayed services like video calling across much of Europe on Wednesday, showing its cards four years after it got caught up in a \$ billion-plus biddi",n
"Bristol-Myers Profit Lower, So Are Shares  NEW YORK (Reuters) - Bristol-Myer",s
N target=/stocks/quickinfo/fullquote,""""
N&lt;,/
Violen,t
"After being in the news more times than I have actually watched the news, the discussion about how bad are v",i
Amazon \$m purchases Chinese Joyo After quite a few of negotiatio,n
"UK hostage mother appeals captors to show mercy The -year-old mother of British hostage Kenneth Bigley held in Iraq joined on Thursday appeals made by his family for his safe release, as the B",r
"Nextel, Sprint in advanced merger talks Nextel is reportedly in advanced merger talks with Sprint, a deal that would form th",e
"However, there were indications a third playe",r
"Expected Call for Advance Registration of Drug Tests The debate over the disclosure of clinical drug trials could reach a turning point this week, with editors of influential medical journals expected to call for fu",n
Oil prices still under pressure Oil prices extended recent losses Wednesday in anticipation of that another increase in crude supplies will be accompan,i
Kerry: Allawi's Take on Iraq Unrealistic (AP) AP - Democratic presidential candidate John Kerry said T,h
"At Crucial Juncture, Iran Seeks Edge o",n
TEHRAN -- A quarter-century a,f
Embassy and  hos,t
FACTBOX-US Fed policymakers #; recent comments The Federal Reserve is widely expect to raise ,t
BoSox Game  Lineup Card Draws Record Bid (AP) AP - The Boston Red Sox lineup card from Game  of the  World Series b,r
"Bengals Still Kicking Last year, in Marvin Lewis #;s first season as an NFL head coach, the Cincinnati Bengals regained respectability by rallying from a - beginning to win seven of nine games and contend ",f
Japan may let women take throne, 
Snyder Just Can't Win Now that Joe Gibbs lo,o
"FUTURES MOVERS Crude-oil futures stabilized Friday, moving narrowly higher as traders digested developments o",u
Oil Scales New Highs  LONDON (Reuters) - World oil prices scaled a new high above  \$ a barrel on Monday as a threat by Norwegian oil employers  to halt production from the world's third biggest exporter  stoked fears of ,a
Brockton has its lines down pat Brockton reached the postseason by controlling, 
One in Five Germans Wants the Berlin Wall Back  BERLIN ,(
Runaway Rod hard to rein in ONE of Queensland golfer R,o
He wore t,h
"Jihad Will Boycott Palestinian Election GAZA CITY,  December  - Islamic Jihad said yesterday it w",o
Palestinian presidential election for a success,o
LARSSON SUFFERS INJURY AGON,y
The Sweden international had to be c,a
Northwest Pilots Ratify \$ Mln Concession Deal  CHICAGO (Reuters) - Pilots at Northwest Airlines Co,r
"Microsoft Set to Unveil Desktop Search, MOOL Microsoft on Monday morning will likely debut a beta version of its desktop search and unveil a new connection service to tie Hotmail and the Outlook mail c",l
Hollinger, 
Chief Executive Conrad Black Resign,s
Robson Leads Kanu Super Eagles Nwankwo Kanu #;s West Bromwich have, 
"Robson, , has agreed a two-and-a-half year deal, with Nigel Pearson moving to The Hawthorns as his assist",a
Panel Steps Up Anti,-
Security Council voted unanimously Friday to step up its campaign against terroris,m
Stoddart warns new team AUSTRALIAN Paul Stoddart has warned ,t
"Fifteen years after the fall On November , , jubilant Germans breached the ugly concrete wall that separated Eas",t
Soon the Wall began ,t
Tellier clashed with owners The ,a
Hoon visits British tr,o
New details on Elder Scrolls IV Bethesda Softworks today announced new details on ,t
Sun-Mi,c
Tennis: Henman win in US Open T,i
Japan #;s Mats,u
Packers', 
"British Grand Prix given a chance The British Grand Prix got a second chance in , after Formula One bosses put it in  #;s race calendar - as long as a deal ca",n
Timberwolves Crush the Clippers - (AP) AP - Wally Szczerbiak scored a season-high  po,i
Aussie teacher quits after web threats AN AUSSIE teacher ha,s
Greg Frawley was one of about  ,t
Election reflects Latin America tilt left Uruguay tapped Tabare Vazquez as its firs,t
Australian striker Ke,w
Dell taking aim at iPod Mini? PC maker plans to talk consumer electronics this we,e
Photos: Networks of tomorrow New communications technology could spawn future pro,d
Could your pur,s
Armitage praises Russia's anti-terror efforts in Moscow visit (AFP) ,a
"Buddhist chief beheaded in revenge for Muslim deaths A Buddhist village chief was beheaded in Thailand #;s Narathiwat province yesterday in an apparent revenge killing, a week after  Muslim protesters were crushed to death en route to a military detent",i
"Diamondbacks Fire Backman (Reuters) Reuters - The Arizona Diamondbacks have\fired newly-hired manager Wally Backman and are expected to\replace him with Bob Melvin, according to a published", 
Spam Makes Up Half of All Emails in China -Expert (Reuters) Reuters - Unsolicited Internet messages account\for more than ,h
Packer backing lacking: Slow start depresses f,a
Red Bull confirms Jaguar purchase Red Bull have this mor,n
South Korea lowers interest rates South Korea's central bank cuts interest ,r
Vodafone Launch BlackBerry v  With Ne,w
"It has been designed with the BlackBerries creator, RIM (Res",e
Branson Plans Commercial Space Flights British airline magnate Rich,a
Paris Club agrees on Iraq debt reduction A French finance ministry spokesman said the Paris Club of creditor nations had reached a deal yes,t
"Second Merck drug faces inquiry WALL STREET analysts last night said a second experimental pain killer under development by Merck, the American drugs maker, could be delayed u",n
Farming 'must embr,a
Dottie Pepper to Join Golf Channel Next Year (AP) AP - Two-time major champion Dottie Pepper is moving to the broadcast boot,h
Ugly does ,i
"Nintendo's Newest Product Aims for Adults In a shift in strategy, Nintendo plans to begin selling its next generation of hand-held video game devices in the Uni",t
Zidane backs Paris bid for  Olympics French soccer star Zinedine Zidane has thrown h,i
Ex-CEO of PeopleSoft says he lied to analysts The former chief executive of PeopleSoft Co,r
Rodriguez wo,n
"HP wins \$M data center deal with Defense Logistics Agency Under the -year deal, HP will create a single, organizationwide IT infrastructure for the", 
Raising Canes in ACC title chase CHARLOTTESVILLE - The Miami football team isn #;t out of the race for the Atlantic Coast ,c
"Running back Frank Gore had  carries for  yards, and quarterback Brock Berlin comple",t
PeopleSoft ousts CEO Peop,l
Conway has been one of the comp,a
"US and British forces sweep through Iraq #;s  #;death triangle #; LATIFIYAH, Iraq (AFP) - American, British and Iraqi forces continued a major sweep through Iraq #;s  quot;triangle of death quot; to try to smash rebel enclaves before landmark elections in ",j
"Gartner: Piracy driving Linux PC shipments (InfoWorld) InfoWorld - Although Linux may be shipping on a growing number of PCs sold in the emerging markets of Asia, Latin America, and Eastern Europe, about  percent of PCs shipped with the open source operating system this year will eventually run pirated", 
Oracle and IBM move BPEL to the BPI forefront Breaking down business processes into Web services components was the e,a
"Weaving them together into manageable, useful services has proved more amb",i
Toshiba inspires breakthrough i,n
Jacquess Cracks We are ap,p
"For an American, no matter where you are on the planet, that means it #;s time to stop and take", 
"DiFelice reports; Cubs recall Dubois, Wuertz, Mitre and Murray Cat",c
"DiFelice, wh",o
"Fear Is Spread by Body Language, Study Says Menacing body posture can be as threatening as a frightening facial expression, according to ne",w
The finding may, 
NO REGRETS FOR RADCLIFFE Paula Radcliffe will be awaiting the results of fresh tests on her battered body on Saturd,a
Weather Data for the Mass,e
By Daniel Ter,d
"Apple's New iMac Computer Is All Display (Reuters) Reuters - Apple Computer unveiled, after a\two-month delay, its new iMac desktop computer on Tuesday which\integrates disk drives ",a
Far EasTone says pickings slim Fa,r
Singh Wins P,l
PGA Championship in a three-way  play,o
"Saboteurs Bomb Iraqi Pipelines to Baghdad  BAGHDAD (Reuters) - Saboteurs have bombed two oil pipelines  transporting crude from northern and eastern Iraq to Baghdad's  Dora refinery, officials said on Sa",t
ABC Opts for Delayed Gratificati,o
"Federal tax staff strike over wages OTTAWA -- About , employees of the federal tax agency walked off the job y",e
"Saban, Dolphins wait out NFL process BATON ROUGE - The Miami Dolphins may be saying their pursuit of LSU coach ",n
Lawmakers Question M,e
Senate Republican  this week demanded inte,r
N target=/stocks/quickinfo/full,q
N&lt;/A&gt; that could answer questions about the company's  intera,c
Killer typhoon swipes Ta,i
The eye was  km north, 
PalmOne licenses Microsoft Exchange for mob,i
Tokyo Stocks End Lower on Profit Taking (AP) AP - Tokyo stocks fell Thursday as investors took profits after five straight ses,s
The dollar was down against the Japan,e
Wal-Mart Cuts Sales View; Stock Dips &lt;p&gt;\&lt;/p&gt;&lt;p&gt; By Emily Kaiser&lt;/p&gt;&lt;p&gt; CHICAGO (Reuters) - Wal-,m
N&gt; lowered\its August sales forecast on Mo,n
Inter Conquer Brussels Inter emerged as the winners ,o
The nerazzurri took the lead nearly immediately when Adriano from the left se,r
"Microsoft Security #;s Weak Link AUGUST ,  (COMPUTERWORLD) - Windows XP Service Pack  is now making its wa",y
This major update is a step forward for a company t,h
Novell #;s Open Enterprise Server To Ship Early Novell plans, 
Customers will be able, 
Tech Digest, 
Karzai Win Assured as Afghan Poll Count Winds Up  KABUL (Reuters,)
NFL notebook: Green likely to start Quarterback Trent Green took most of the snaps in yesterday #;s Kansas City practice and is likely to start for the Chiefs tomorrow at Oak,l
Huge US bakery files Chapter  Bee Staff Wr,i
Interstat,e
Hot Topic Q Earnings Slip  Per,c
"Nokia, Intel Join Forces to Develop Symbian Phones (Reuters) Reuters - ",i
Siemens warns of ear damage from mobile phone tunes After last year #;s rep,o
UPDATE -GM financ,e
"N: Quote, Profile, Research) , may periodica",l
"Putin Backs Ukrainian Leader, D",i
Music chiefs turn to law to stop internet downlo,a
Explo,s
"Netflix Braces for Amazon In just five years, Netflix", 
Krispy Kreme's Fair Value: Zero When a company's management w,a
"Els closes with , edges Bjorn to win WGC t",i
"Given all he has been through this year, his vi",c
"Thai PM: Mistakes made over riots PATTANI, Thailand -- Thailand #;s prime minister has said security forces made mistakes handling a group of Muslim rioters and has e",x
Thomson Financial Receives Subpoena From US SEC (Update) Thomson ,f
United, 
"United loses three players to the expansion draft Friday, includ",i
Home Office in frame over FBI's London server seizures, 
"H M Posts Improved Q Profits, Sales (AP) AP - Europe's largest fashion retailer, Hennes  amp; Mauritz AB, on Thursday posted better than expected third-quarter profits and said sales were up despite l",o
Kite-Assisted Expeditions Cover New Ground #;Fast Earthbound adventurers outfitted with special kites and harnesses are using wind power t,o
HHG gets out of red zone AMP spin-off ,h
"FCC Asserts Role as Internet Phone Regulator The ruling, which asserts that the federal government, not st",a
"US Airways, pilots resume talks SAN FR",a
"MW) -- US Airways Group and its pilots union have resumed negotiations, the Air Line Pilots Association said Wednesday a",f
Treaty Curbs Trade in More Dangerous Chemicals The Unit,e
Branca and Berbatov help Leverkusen crush Bayern Two goals each from Brazilian forward Branca and Bulgarian Dimitar Berbatov gave Baye,r
"Santander Plans , Job Cuts at Abbey (AP) AP - ",s
Button left frustrated as ,f
"Iraqi soldiers die in ambush, US diplomat killed A total", 
Cabinet holds talks on troops plan The Cabinet is to discuss plans to send soldiers from the Black Watch to support American forces around ,b
Neighbors of Burned Homes Pained ,b
PeopleSoft Won #;t Go Quietly A major battle is o,v
Executives of ,t
"Safin, Kuznetsova Victorious in Asian Tennis Matches Russias Marat Safin won his first title in almost two years with a gritty", 
HP Links Business Processes ,a
Block party: Kirilenko swats shots as Jazz run past LA Their starti,n
Their backup point guard was ,n
UK Seeks G,l
Expedition  Relocates So,y
Fairfax Tempts Foreign Firms to Branch Out Fairfax County is hop,i
Casey voices regret after e-mail barrage A FLOOD of nasty e-mails has made Ryder Cup star Paul Casey realise he made the biggest mistake of his career so far by talking about  quot;h,a
Delta Auditor Concerned About Airline  WASHINGTO,n
N target=/st,o
N&lt;/A&gt; said on  Wednesday its auditors had expressed concern about the  air,l
"Economy expands, but only marginally The economic growth rate in the July-September period was revised slightly", 
"Summer storms lash Europe, deaths in F",r
UPDATE -Quebec launche,s
IBM Tops IT Loyalty ,s
Archbishop of Canterbury Asks Anglicans not to Condemn Homosexuals The Archbishop of Canterbury has asked conservative mem,b
Adelphia to allow Time Warner/Comcast dual bid-WSJ Bankrupt cable operator Adelphia, 
"PK: Quote, Profile, Research) will", 
IMF Says China Abl,e
Fed ups rate by quarter point For the third t,i
"Apparel makers, retailers question textile quota focus Conspicuous by their silence, US retailers and apparel makers are waiting on the sidelines while domestic texti",l
"Alien Contact More Likely by ""Mail"" Than Radio, Study Says A new study argues that intelligent alien life, should it exist, is", 
AMCC Trims, 
"Warriors, Mavs close on five-player trade The Warriors and Mavericks are close to completing a five-player trade that would ",b
"We #;ll quit tour if we have to meet Mugabe, warns England skipper HARARE (AFP) - England skipper Michael Vaughan turned up the pressure ahead of", 
"Collins Firmly Strides Into a Starting Role Without Any Misstep Quarterback Kerry Collins, who helped lea",d
"Sears Stock Jumps as Realty Trust Discloses Stake Sears, Roebuck, once the king of American retailers but lately struggling for shoppers, has finally attracted a big one - not for its tools and appliances, but for its real e",s
Update : Oil Prices Drop \$ Despite Iraq Sabotage Oil futures dropped by nearly \$ per barrel Monday despite pipeline sabotage in Iraq that has delayed exports from a southern port - reinforcing the view ,a
Black, 
"Cisco Profits Are Higher, but Investors Want More Cisco Systems, the largest maker ",o
"EMC takes Dantz for SMB connections EMC has made its biggest push to date into the fast growing small and midsize business market with the acquisition of Dantz Development, a suppler of bac",k
Software sector, 
Palestinian PM Qorei set for talks in Egypt (AFP) AFP - Palestinian premier Ahmed Qorei is to hold talks with, 
Oil Firms Say Iraqi Purchases Were Legal Two large American oil companies that received profitable vouchers t,o
Nasa to relaunch shuttles two years after  #;Columbia #; Nasa has announced plans to launc,h
The next shuttle flight is to take place in May  following a series of delays because of damage ca,u
Army Captain Sue,s
To Block Iraq Deploym,e
Developer Wins Victory in WTC Case (Reuters) Reuters - A New York developer hoping to rebuild\the destroyed World Trade Center on Monday wo,n
Iraq nuclear equipment vanished - UN The UN #;s nuclear watchdog raised concerns on Mond,a
Many Cores On Many Chips SAN ,j
At this annual industry conference ,w
He remains Fenway fixture At all corners of cold and an,c
Choose comprehensive peace or comprehensive war: Eritrea rebels (AFP) AFP - Southern Sudanese rebels warned that the only alternative to a comprehensive peace deal is  quo,t
European Craft To Probe Possibility of, 
A similar idea ,w
UBS to Buy Schwab Units - WSJ  NEW YORK (Reuter,s
"US patient load surges at military hospital in Germany LANDSTUHL, Germany", 
Linux and identity services key for Novell Linux and identity management will be No,v
Messman told delegates at this year #;s No,v
The Chechen's Story: From Unrivaled Guerrilla Leader to the Terror of Russia The man accused of plotting the terror attacks in Russia was once capable of restra,i
"It is a perfect time to be with Renault: Giancarlo Fisichella After his first test last week in Barcelona, Giancarlo Fisichella sat down to sha",r
Manning Outduels Favre Peyton Manning throws for  yards and five ,f
Maker takes Vioxx off market Mer,c
"Infineon executives fined; jail term for price fixing NEW YORK,", 
"Lippi sticks to his guns against Belarus Italy coach Marcello Lippi is sticking to his guns in a World Cup qualifier against Belarus Wednesday night despite Saturday #;s shock defeat in Slovenia with -, local media re",p
One win t,o
A lunar eclipse is due to start less than an hour b,e
Louis Cardinals play, 
"If skies are clear, the moon over Busch Stadiu",m
Indonesians Begin Voting in Landmark Election  JAKARTA (Reuters) - Indonesians began, 
"Toppled Woods looks ready to rise again Woods no longer holds any of the major championships, while after a record span of  weeks Vijay Singh replaced him as No  when the Fijian fini",s
India makes Olympic breakthrough Kashmir, 
Somerfield puts bite on rivals Supermarket chain Somerfield is to take control of more than half of Scotland #;s S,a
They are being sold by the company #;s new owner Morrisons as part of a m d,e
Kodak wins \$bn fight over Sun #;s Java Kodak has won a legal battle over Java that co,u
"According to ruling made by a court in Rochester, New York, Sun has infringed a patent ",k
IBM Adds Fingerprint Scanning to ThinkPad Laptops The finger,p
It lets users log in to Windows using their fingerprint, 
Sutton #;s strategy helps US dig hole W,o
He ended it being fitted for a dunce, 
African Union Expands Peacekeeping Role in Sudan The African Union has agreed to expand its peacekee,p
The move comes as the Sudanese government begins, 
"Interim assembly selected in Iraq BAGHDAD -- Taking a halting step toward a democratic government, Iraqi political and religious leaders selected an interim national assembly yesterday that includes representatives from many of the parties that contro",l
"Charged in Software Counterfeiting Case (AP) AP - Prosecutors have charged  people in California, Texas and Washington state wit",h
Nikkei U,p
Pct; Fujitsu Jumps  TOKYO (Reuters) - Tokyo's Nikkei stock average ,r
Annual Compe,t
"Arafat Stable, Militants Seek More Powers  PARIS (Reuters) - Yasser Arafat is in a stable condition  and not in a coma, an a",i
Green Bay sent packing Chris Brown rush,e
Closer makes short work in nick of time We try, 
Cisco buys P-,c
International Internet network,i
Train Crash Driver  #;Had Two Or Three Sec,o
Vivendi Universal Raises Profit Forecast (Reuters) Reuters - Vivendi Uni,v
Siemens Clocks Record Speed in Wireless Race  quot;There #;s a whole lot, 
How fa,r
"Users mixed on Siebel's 'Chapter Two' direction Users of Siebel's CRM software offered mixed reviews on the ""Chapter Two"" strategy the company unveiled this week as a way to revitalize it",s
Venus Williams Upset in Kremlin Cup Play (AP) AP - A weakened Lindsay Davenp,o
"Update : AIG #;s Net Income Up, Is Target of Probe Third-quarter net income at American International", 
"Q amp;A with Jorge Posada Here is what New York Yankee #;s catcher, Jorge Posada had to sa",y
"PP: Just curious, on the Damon bunt last night, did you think at all ",a
Walking a Bit More May, 
VERRENGIA    DEN,v
Power Group Delists to Safeguard Rescue Deal Troubled nuclear po,w
Expedition  Crew Prepares for Final Spacewalk (SPAC,e
HD-DVD Stick,s
This means that studios will be able to sell discs that have the, 
"Charges are reduced for one Abu Ghraib defendant MANNHEIM, Germany Charges were reduced Wednesday against a US military policewoman accused in", 
Drugmaker Teams With Law Enforcement To Use RFID To Halt Thefts Pharmaceutical company Purdue Pharma LP is working closely with law-enforcement agencies to use radio-frequency identification technology to protect shipments, 
China's Lenovo to buy IBM's PC business China,'
PC mak,e
Sharp Expects Record Operating Pr,o
India and Pakistan balk at bold Kashmir peace plan Within hours of Pakistani President Pervez Musharraf #;s dramatic proposal this Monday to demilitarize the disputed region of Kashmir,","
"Vinatieri not kicking himself The last time Adam Vinatieri faced the Miami Dolphins, in a - victory ",o
"Trump Casinos: Decide on Debt Deal Soon Donald Trump #;s casino company expects to decided in the next couple of weeks whether it can reach a new debt restructuring deal with bond holders, sell assets or whether Trump will take the company", 
"Lakers Defeat Hornets - (AP) AP - Kobe Bryant had  points, six rebounds and seven assists, and the Los Angeles Lakers struggled to an - victory over the injury-depleted New Orleans Hornets on Sunday ni",g
Prithvi #;s naval variant is successfully test-fired NEW DELHI: A new modified version of the indigenously-developed medium-range Prithvi missile,","
Dolphins DT Larry Chester Out for Season (AP) AP - Miami Dolphins defensive tackle Larry Chester will miss the rest of the season because of a torn ligament in ,h
EBay To Buy Ren,t
ENGLAND RUGBY UNION COACH CLIVE WOODWARD, 
GLAZER HOUNDED WHERE EVER HE GOES Yesterday Deutsche bank were reported to be involved in talks on Monday with the Glazer camp about the possibility of, 
Israeli Officer Charged with Pumping Bullets into Girl A spok,e
Execs at Molson and Coors look at, 
Education Helping More Seniors ,g
"Across the country, program",s
Motorola rolls out database management software Motorola is using the Application Data Management suite from OuterB,a
ARM buys US tech firm Artisan Semiconductor designer ARM Holdings AR,m
L has agreed to buy US tech,n
O for \$ mil,l
US Stocks Lower Af,t
"IBM claims fastest supercomputer on the planet Currently, the NEC-assembled Earth Simulator in Yokohama, Japan is ranked at number on",e
US prudent on possible Japanese sanctions against North Korea (AFP) AFP - The United States backed Japan's efforts to resolve a dispute with North Korea over its abduction of Japanese nationals during the ,c
Blockbuster Offers  #;M for Rival Ch,a
"Ballmer on Linux, part II Initial coverage of Microsoft CEO Steve Ballmer #;s comments during an event in Singapore yesterday left the folks back at headquarters in Redmond trying to clarify things and put them in conte",x
"AL Wrap: Devil Rays Humble Red Sox, Yankees Tri",u
Asian Shares End Mostly Lower On Worries Over Oil Prices Asian stock markets closed mostly lower Tuesday on continued worries about the surge in ,g
Tokyo #;s benchma,r
"Good times make Howard favourite This morning, as Australians prepare to vote in their federal e",l
Delhomme Feels He May Play on Sunday (AP) AP - Carolina Panthers q,u
US claims 'no fault' in  killing of reporters in Iraq: Reporters Without Borders (AFP) AFP - The US Army has, 
Earnhardt Loses Appeal, 
Conway Admits ',v
John ,f
Bolt Di,e
John ,f
Smith and Strac,h
IBM And Intel To Op,e
"Mental miscues hurt the Gators Flinching in the trenches, holding around quarterb",a
"August Consumer Spending Flat Hit with soaring gasoline prices, consumers shut their wallets in August, keeping overall spending fla",t
"US to fight economic imbalances, but responsibility is shared: Snow (AFP) AFP - US Treasury Secretary John Snow acknowledged that big US deficits are playing a role in global economic imbalances, but cited a  quot;shared responsibility quot; to fix t",h
Reporter in palace breach An investigation was launched yesterday after a journalist posing as a surveyor sparked a s,e
Watchdog Probes ,s
Korean Nuke Experiment (AP) ,a
Saudi Urges Arab Media to Combat 'Improp,e
"Iraqi Police in Control of Najaf Shrine, According to Reports Hundreds of militiamen were arrested today when police entered the Imam Ali Mosque, but rebel", 
Siemens to Int,e
"Hard Times at Krispy Kreme It was a bad day yesterday for the doughnut maker Krispy Kreme, a Wal",l
Reporting it,s
"US retail sales dip as auto sector slows WASHINGTONAmerican shoppers turned tight-fisted in August, d",r
"Gators upset again he Florida Gators were upset - by Mississippi State, who entered the game with a - record, including a loss to Di",v
UK house prices 'fell in October' UK house prices f,a
General Mil,l
Kodak wins patent lawsuit against Sun A federal jury in New York has dealt a ,l
The jury ruled that Sun violated several patents held by Eastman Kodak when it developed its Java te,c
D virus - A  quot;Merry Christmas quot; email Santa didn #;t ,s
D virus quot; is certain to bring sadness and not joy to many surfers over the next few d,a
Flashbacks and Financial Lessons Fleeting childhood moments can, 
President Roh Visits Argentina President ,r
"FDA Whistleblower Earns Kudos, Criticism (AP) AP - David Graham says he was surprised by the reception he got back at his Food and Drug Administration office after telling Congress the government had allowed uns",a
"Dress like Anna Nicole Smith Called  #;Anna Nicole, #; the new clot",h
NEW YORK (CNN/Money) - TV star and Trimspa diet spokeswoman Anna Nicole Smi,t
"Tries to Rebound From Loss in Athens (AP) AP - Greetings from the Olympic men's basketball tournament, ",w
"Schwarz out of the race nother stage victory for race leader Petter Solberg, his fifth since the start of the", 
The Subaru driver is not pulling away at a fast pace from Gronholm and Loeb but the gap is nonetheless increasing s,t
"BERARDINO: Even idiots get some things right BOSTON -- They proudly call themselves  quot;idiots, quot; and the thing with idiots, you see, is they don #;t often think r",a
Oil Up on Supply ,w
"Kodak, Sun Settle Java Patent Di",s
Date Set for Auction Of Russian Oil Giant The protracted legal battle over Russian oil giant Y,u
ALK CoPilot Smartphone &lt;st,r
Intel Confirms Dual-Core Plans More detai,l
Dispute May Scuttle Space Tourism Bill (AP) AP - Legislation to regulate the infant space tour,i
Arafat #;s me,d
T-Mobile starts first European test of a Flarion net,w
"With its cellphones, d World shrinking IQUITOS, Peru -- A few miles downriver from this city in the western Amazon jungle, Andres Alvarado hops o",f
"He beats the log with a stick, ",s
"Louisville Tops Cincinnati, - (AP) AP - Montrell Jones caught two touchdown passes and returned a pun",t
Louisville clinched it,s
PLO chief vows crackdown on violence Palestine Liberation Organization chairman Mahmoud Abbas says officials w,i
Five convicted in En,r
"Former Banker Quattrone Faces Sentencing (Reuters) Reuters - Frank Quattrone, a former star\investment banker who once earned  #; million in a year, will\be se",n
"Spam Scam Lands  #;Em in the Can Jeremy Jaynes of Raleigh, North Carolina, one of the Internet #;s top- spammers, according to watchdogs, was convicted in the firs",t
Barghouti candidacy means out of Fatah Fatah chief Farouk Kaddoumi said the group #;s leader in the Wes,t
Maryland War,y
West Virginia (AP) AP - Overconfidence usually isn't an issue when facing the nation's seventh-ranke,d
